ID,Descripción,Fecha de verificación,Próxima Verificación,Calendario de Verificacion,Estado,Método de verificación,Error-,Error+,Resolución+,Resolución-,Patrón,ID patrón,Usuario,Linea del cliente,Formato,Status,,Fuera de Calibración,,Periodo
DUM-762,7567 Pin 3 TP Izq. .517,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-763,7567 Pin 3 TP Der. .624,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-760,7567 Pin 3 TP Arriba  .665,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-761,7567 Pin 3 TP Abajo .689,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,0,183.00
DUM-758,7567 Pin 2 TP Izq. .534,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-759,7567 Pin 2 TP Der.  .426,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,1,1,183.00
DUM-756,7567 Pin 2 TP Arriba .411,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,1,1,183.00
DUM-757,7567 Pin 2 TP Abajo .711,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-754,7567 Pin 1 TP Izq. .616,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-755,7567 Pin 1 TP Der.  .631,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-752,7567 Pin 1 TP Arriba .571,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-753,7567 Pin 1 TP Abajo  .712,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-1181,7567 Incompleta,09/03/2021,08/09/2021,29/08/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,1,1,183.00
DUM-271,7567 Corto Term.y Base,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-273,7567 Corto Term.y Base,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-1173,7567 Corto pPin 3 y 2,09/03/2021,08/09/2021,29/08/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-1175,7567 Corto Pin 4 y 2,09/03/2021,08/09/2021,29/08/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,1,1,183.00
DUM-1176,7567 Corto Pin 2 y 1,09/03/2021,08/09/2021,29/08/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,1,1,183.00
DUM-1004,7567 Corto Pin 1 y 4,09/03/2021,08/09/2021,29/08/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,0,1,183.00
DUM-039,7567 9 Rebaba Term Izq. .575mm,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-038,7567 8 Rebaba Term Der. .774mm,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,0,1,183.00
DUM-037,7567 7 Rebaba Term Der cubierta,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,0,1,183.00
DUM-036,7567 6 Rebaba Term Der. 1.715mm,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,0,1,183.00
DUM-035,7567 5 Rebaba Term Izq. .93mm,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,,0,1,183.00
DUM-775,7567 4 Rebaba Term Izq. .557mm,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-774,7567 3 Rebaba Term Der. .362mm,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-773,7567 2 Rebaba Term Der. 1.123mm,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-067,7567 10 Rebaba Term Der. Cubierta,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT515,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-772,7567 1 Rebaba Term Izq. .9mm,07/05/2021,06/11/2021,27/10/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-1005,7567  Corto pin 3 y 4,09/03/2021,08/09/2021,29/08/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-1174,7567  Corto pin 1 y 3,09/03/2021,08/09/2021,29/08/2021,Activo,INTERNO,NA,NO GO,NA,NA,Camara de Visión,INT513,Moldeo,BOS-7567-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-439,7370 TP No Ok,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT394,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-440,7370 TP No Ok,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT394,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-441,7370 TP No Ok,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT394,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-456,7370 Puerto Izquierdo,08/05/2021,07/11/2021,28/10/2021,Activo,INTERNO,NA,NA,NA,NA,Leak test,,Moldeo,BOS-7370-000,NA,Calibración Aceptada,,0,1,183.00
DUM-459,7370 Puerto derecho,08/05/2021,07/11/2021,28/10/2021,Activo,INTERNO,NA,NA,NA,NA,Leak test,,Moldeo,BOS-7370-000,NA,Calibración Aceptada,,0,1,183.00
DUM-457,7370 Fuga en conector,08/05/2021,07/11/2021,28/10/2021,Activo,INTERNO,NA,NA,NA,NA,Leak test,,Moldeo,BOS-7370-000,NA,Calibración Aceptada,,0,1,183.00
DUM-455,7370 Fuga en body,08/05/2021,07/11/2021,28/10/2021,Activo,INTERNO,NA,NA,NA,NA,Leak test,,Moldeo,BOS-7370-000,NA,Calibración Aceptada,,0,1,183.00
DUM-445,7370 Corto 3pines premold,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT292,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-444,7370 Corto 3pines capacitor,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT292,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,,1,184.00
DUM-450,7370 Corto 2-3 capacitor,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT292,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-446,7370 Corto 1-3 premold,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT292,Moldeo,BOS-7370-000,NA,Calibración Aceptada,,0,1,183.00
DUM-447,7370 Corto 1-3 capacitor,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT292,Moldeo,BOS-7370-000,NA,Calibración Aceptada,,0,1,183.00
DUM-449,7370 Corto 1-2 premold,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT292,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-448,7370 Corto 1-2 capacitor,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT292,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-400, 7370 TP No Ok,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT394,Moldeo,BOS-7370-000,NA,Calibración Aceptada,,0,1,183.00
DUM-397, 7370 Rebaba plástica,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT393,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-395, 7370 Pin plástico,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT393,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-399, 7370 Pin contaminado,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT393,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-396, 7370 Pieza sin pin,05/06/2021,05/12/2021,25/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT393,Moldeo,BOS-7370-000,NA,Calibración Aceptada,,0,1,183.00
DUM-401, 7370 Pieza Ok,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-402, 7370 Pieza Ok,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-398, 7370 Corto 2-3 premold,09/07/2021,09/01/2022,30/12/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT282,Moldeo,BOS-7370-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-464,6734 Gap 0.4mm abierto ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Laser (Vision),INT274,Linea-BOS-6734-000,BOS-6734-000,NA,Calibración Aceptada,,0,1,183.00
DUM-462,6734 Gap 0.3mm cerrado,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Laser (Vision),INT274,Linea-BOS-6734-000,BOS-6734-000,NA,Calibración Aceptada,,0,1,183.00
DUM-463,6734 Gap 0.3mm abierto ,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Laser (Vision),INT274,Linea-BOS-6734-000,BOS-6734-000,NA,Calibración Aceptada,,0,1,183.00
DUM-467,6734 Apertura Nonimal,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Laser (Vision),INT274,Linea-BOS-6734-000,BOS-6734-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-466,6734 Apertura Minimo,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Laser (Vision),INT274,Linea-BOS-6734-000,BOS-6734-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-465,6734 Apertura Maximo,29/04/2021,29/10/2021,19/10/2021,Activo,INTERNO,NA,NA,NA,NA,Laser (Vision),INT274,Linea-BOS-6734-000,BOS-6734-000,NA,Calibración Aceptada,,0,1,183.00
DUM-345,6194 TP Pin1  PCB,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT379,Ensamble,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-657,6194 TP Pin 4 PCB,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-656,6194 TP Pin 3 PCB,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-655,6194 TP Pin 2 PCB,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-558,6194 TP Conector Pin 6  ,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-557,6194 TP Conector Pin 5 ,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-556,6194 TP Conector Pin 4,03/06/2021,04/12/2021,24/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,184.00
DUM-555,6194 TP Conector Pin 3,03/06/2021,04/12/2021,24/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,184.00
DUM-554,6194 TP Conector Pin 2,03/06/2021,02/12/2021,22/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,182.00
DUM-553,6194 TP Conector Pin 1,03/06/2021,02/12/2021,22/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,182.00
DUM-535,6194 Term exp,10/05/2021,08/11/2021,29/10/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,182.00
DUM-585,6194 Sin pin plastico,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-443,6194 S/Contact sheet Izq.,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Contact Sheet,Contact sheet,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-341,6194 S/Contact sheet Der.,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Contact Sheet,Contact sheet,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-336,6194 Presencia de liga,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT380,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-887,6194 Piezas expuestas,10/05/2021,09/11/2021,30/10/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-888,6194 Piezas expuestas,10/05/2021,09/11/2021,30/10/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-889,6194 Piezas expuestas,10/05/2021,09/11/2021,30/10/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-332,6194 Pieza Ok,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,Rotary,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-333,6194 Pieza Ok,05/03/2021,04/09/2021,25/08/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,Rotary,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-534,6194 Pieza  exp,10/05/2021,09/11/2021,30/10/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-338,6194 Motor Altura Izq. ,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT376,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-339,6194 Motor Altura Der. ,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Camara de Visión,INT376,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-346,6194 Leak test  NOK,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Leak test,Leak test,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-343,6194 Corto 5-6,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Hypot,INT330,Ensamble,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-552,6194- Corto 3-4,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-551,6194 Corto 2-3,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-550,6194 Corto 1-2,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-541,6194 Continuidad 6,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-540,6194 Continuidad 5,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-539,6194 Continuidad 4,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-538,6194 Continuidad 3,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-537,6194 Continuidad 2,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-536,6194 Continuidad 1,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-562,6194 Altura PCB 4,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-561,6194 Altura PCB 3,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,,0,1,183.00
DUM-560,6194 Altura PCB 2,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-559,6194 Altura PCB 1,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NA,NA,NA,Rotary,NA,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-030,6194  CONTACT DOBLE IZQ.,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-029,6194  CONTACT DOBLE DER.,03/06/2021,03/12/2021,23/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,183.00
DUM-033,6194  CONTACT DOBLE,03/06/2021,04/12/2021,24/11/2021,Activo,INTERNO,NA,NO GO,NA,NA,Hypot,,Moldeo,BOS-6194-000,NA,Calibración Aceptada,FLOME,0,1,184.00
DUM-855,Pin 9-10 fuera de posición,15/08/2019,15/02/2020,05/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,184.00
DUM-854,Pin 7-8 fuera de posición,15/08/2019,15/02/2020,05/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,184.00
DUM-853,Pin 5-6 fuera de posición,15/08/2019,15/02/2020,05/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,184.00
DUM-841,Pin 35 corto8.38,07/03/2020,07/09/2020,28/08/2020,Baja,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,184.00
DUM-852,Pin 3-4 fuera de posición,15/08/2019,15/02/2020,05/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,184.00
DUM-842,Pin 34 corto,07/03/2020,07/09/2020,28/08/2020,Baja,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,184.00
DUM-840,Pin 33 corto,07/03/2020,07/09/2020,28/08/2020,Baja,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,184.00
DUM-838,Pin 32 corto 8.39,07/03/2020,06/09/2020,27/08/2020,Baja,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,183.00
DUM-839,Pin 31 corto,07/03/2020,06/09/2020,27/08/2020,Baja,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,183.00
DUM-849,Pin 25 fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,183.00
DUM-848,Pin 24 fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,183.00
DUM-860,Pin 22-23 fuera de posición,15/08/2019,15/02/2020,05/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,184.00
DUM-847,Pin 21 fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,183.00
DUM-859,Pin 20-21 fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,183.00
DUM-846,Pin 20 fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,183.00
DUM-858,Pin 16-19 fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,FLOME,1,1,183.00
DUM-857,Pin 12-15 fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,,1,1,183.00
DUM-851,Pin 1-2 fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,,1,1,183.00
DUM-856,Pin 11- fuera de posición,15/08/2019,14/02/2020,04/02/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,,1,1,183.00
DUM-837,pi incompleto,07/03/2020,06/09/2020,27/08/2020,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-8422-000,NA,Baja,,1,1,183.00
DUM-788,7121 Pza OK,16/07/2020,15/01/2021,05/01/2021,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-7121-100,NA,Baja,,1,1,183.00
DUM-796,7121 Tab invertido en robot,07/07/2020,06/01/2021,27/12/2020,Baja,INTERNO,NA,NA,NA,NA,Hypot,NA,Moldeo,VAL-7121-000,NA,Baja,,1,1,183.00
DUM-787,7121  Fuga Capacitor Murata,11/07/2019,10/01/2020,31/12/2019,Baja,INTERNO,NA,NA,NA,NA,Camara de Visión,NA,Moldeo,VAL-7121-000,NA,Baja,,1,1,183.00
